index,sid,text,normalized_text,polarity,file
3304,-,"Ixus 240 HS مجهز به نمایشگر بزرگ و عریض 3.2 اینچی لمسی 460,000 پیکسلی می‌باشد.","Ixus 240 HS مجهز به نمایشگر بزرگ و عریض 3.2 اینچی لمسی 460,000 پیکسلی می باشد.",1,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml
21,rev-22,"Ixus 240 HS مجهز به نمایشگر بزرگ و عریض 3.2 اینچی لمسی 460,000 پیکسلی می‌باشد.","Ixus 240 HS مجهز به نمایشگر بزرگ و عریض 3.2 اینچی لمسی 460,000 پیکسلی می باشد.",1,data/main/(Canon IXUS 240 HS (PowerShot ELPH 320 HS.xml
10777,-,Kinect که برای بازی حرکتی در Xbox 360 Slim طراحی شده شما را به دنیای خود می برد.,Kinect که برای بازی حرکتی در Xbox 360 Slim طراحی شده شما را به دنیای خود می برد.,0,data/extra/Microsoft Xbox 360 Slim 250GB Console with Kinect_Hosseini.xml
18,rev-19,Kinect که برای بازی حرکتی در Xbox 360 Slim طراحی شده شما را به دنیای خود می برد.,Kinect که برای بازی حرکتی در Xbox 360 Slim طراحی شده شما را به دنیای خود می برد.,0,data/main/Microsoft Xbox 360 Slim 250GB Console with Kinect.xml
2044,-,LiDE 100 و LiDE200 از نظر فناوری تشابهات زیادی دارند و LiDE700 با توجه به قیمت آن فناوری های بیشتری را ارایه می دهد.,LiDE 100 و LiDE200 از نظر فناوری تشابهات زیادی دارند و LiDE700 با توجه به قیمت آن فناوری های بیشتری را ارایه می دهد.,0,data/extra/Canon CanoScan LiDe 100_Hosseini.xml
4,rev-5,LiDE 100 و LiDE200 از نظر فناوری تشابهات زیادی دارند و LiDE700 با توجه به قیمت آن فناوری های بیشتری را ارایه می دهد.,LiDE 100 و LiDE200 از نظر فناوری تشابهات زیادی دارند و LiDE700 با توجه به قیمت آن فناوری های بیشتری را ارایه می دهد.,0,data/main/Canon CanoScan LiDe 100.xml
1140,-,M1132 نیز پرینتری است که به نظر یکی از بهترین‌ها برای ایفای این نقش می‌باشد.,M1132 نیز پرینتری است که به نظر یکی از بهترین ها برای ایفای این نقش می باشد.,1,data/extra/HP LaserJet M1132_Hosseini.xml
6,rev-7,M1132 نیز پرینتری است که به نظر یکی از بهترین‌ها برای ایفای این نقش می‌باشد.,M1132 نیز پرینتری است که به نظر یکی از بهترین ها برای ایفای این نقش می باشد.,1,data/main/HP LaserJet M1132.xml
6101,-,M50 در رده‌ی دوربین‌های خانگی یا سطح مبتدی کانن است.,M50 در رده ی دوربین های خانگی یا سطح مبتدی کانن است.,0,data/extra/Canon Vixia HF M50_Hosseini.xml
0,rev-1,M50 در رده‌ی دوربین‌های خانگی یا سطح مبتدی کانن است.,M50 در رده ی دوربین های خانگی یا سطح مبتدی کانن است.,0,data/main/Canon Vixia HF M50.xml
6115,-,M50 مجهز به لنز با توانایی زوم 10 برابر است.,M50 مجهز به لنز با توانایی زوم 10 برابر است.,0,data/extra/Canon Vixia HF M50_Hosseini.xml
14,rev-15,M50 مجهز به لنز با توانایی زوم 10 برابر است.,M50 مجهز به لنز با توانایی زوم 10 برابر است.,0,data/main/Canon Vixia HF M50.xml
7032,-,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری دوربین پشتی HD می‌باشد.,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می باشد که البته کیفیت فیلم برداری دوربین پشتی HD می باشد.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml
75,rev-76,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری دوربین پشتی HD می‌باشد.,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می باشد که البته کیفیت فیلم برداری دوربین پشتی HD می باشد.,0,data/main/Samsung Galaxy Note N5100 - 16GB.xml
12043,-,P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.,P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.,0,data/extra/Nikon Coolpix P7700_Hosseini.xml
5,rev-6,P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.,P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.,0,data/main/Nikon Coolpix P7700.xml
2627,-,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml
0,rev-1,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.,1,data/main/Sony HDR PJ710v.xml
3984,-,Sony S اولین تبلت هانی-کامبی کمپانی سونی است که در دو مدل 16 و 32 گیگابایتی وارد بازار شده است.,Sony S اولین تبلت هانی-کامبی کمپانی سونی است که در دو مدل 16 و 32 گیگابایتی وارد بازار شده است.,0,data/extra/Sony S - 16GB_Hosseini.xml
0,rev-1,Sony S اولین تبلت هانی-کامبی کمپانی سونی است که در دو مدل 16 و 32 گیگابایتی وارد بازار شده است.,Sony S اولین تبلت هانی-کامبی کمپانی سونی است که در دو مدل 16 و 32 گیگابایتی وارد بازار شده است.,0,data/main/Sony S - 16GB.xml
3994,-,Sony S دارای صفحه نمایش فوق العاده 9.4 اینچی با تکنولوژی True Black و موتور BRAVIA است که رنگ های بی نظیری را تولید میکند.,Sony S دارای صفحه نمایش فوق العاده 9.4 اینچی با تکنولوژی True Black و موتور BRAVIA است که رنگ های بی نظیری را تولید میکند.,2,data/extra/Sony S - 16GB_Hosseini.xml
10,rev-11,Sony S دارای صفحه نمایش فوق العاده 9.4 اینچی با تکنولوژی True Black و موتور BRAVIA است که رنگ های بی نظیری را تولید میکند.,Sony S دارای صفحه نمایش فوق العاده 9.4 اینچی با تکنولوژی True Black و موتور BRAVIA است که رنگ های بی نظیری را تولید میکند.,2,data/main/Sony S - 16GB.xml
7184,-,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,0,data/extra/Sony Xperia Ion_Hosseini.xml
6,rev-7,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,0,data/main/Sony Xperia Ion.xml
7181,-,Sony امیدوار است با این کار،  شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت،  کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده،  دوباره بازیابد.,Sony امیدوار است با این کار، شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت، کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده، دوباره بازیابد.,0,data/extra/Sony Xperia Ion_Hosseini.xml
3,rev-4,Sony امیدوار است با این کار،  شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت،  کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده،  دوباره بازیابد.,Sony امیدوار است با این کار، شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت، کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده، دوباره بازیابد.,0,data/main/Sony Xperia Ion.xml
13075,-,TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک‌ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.,TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.,1,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
3,rev-4,TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک‌ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.,TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.,1,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
1574,-,USB از دیگر امکاناتی است که در نظر گرفته شده است.,USB از دیگر امکاناتی است که در نظر گرفته شده است.,0,data/extra/JVC GZ-MG555_Hosseini.xml
13,rev-14,USB از دیگر امکاناتی است که در نظر گرفته شده است.,USB از دیگر امکاناتی است که در نظر گرفته شده است.,0,data/main/JVC GZ-MG555.xml
384,-,"X-Pro1 طبق معمول یک دوربین حرفه ای،  توانایی عکاسی در فرمت RAW را دارد و از شوتینگ مودهای P,A,S,M هم بهره می‌برد.","X-Pro1 طبق معمول یک دوربین حرفه ای، توانایی عکاسی در فرمت RAW را دارد و از شوتینگ مودهای P,A,S,M هم بهره می برد.",0,data/extra/Fujifilm X-Pro1_Hosseini.xml
