index,sid,text,normalized_text,polarity,file
11385,-,اين دوربين واقعا عکس هاي با کيفيتي ميگيره.,این دوربین واقعا عکس های با کیفیتی میگیره.,2,data/extra/Sony Cyber-Shot DSC-HX10V.xml
1,gr-18-2,اين ديگه بهترين تبلته .,این دیگه بهترین تبلته .,1,data/main/Asus Google Nexus 7 3G - 32GB.xml
10397,-,اين ديگه بهترين تبلته .,این دیگه بهترین تبلته .,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
11547,-,این فن‌آوری باعث می‌شود که در هنگام نیاز،  گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌ جویی شود.,این فن آوری باعث می شود که در هنگام نیاز، گرافیک لپ تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه جویی شود.,0,data/extra/Asus N43SM-C_Hosseini.xml
20,rev-21,این فن‌آوری باعث می‌شود که در هنگام نیاز،  گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌ جویی شود.,این فن آوری باعث می شود که در هنگام نیاز، گرافیک لپ تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه جویی شود.,1,data/main/Asus N43SM-C.xml
8268,-,این قابلیت که Direct Call نام دارد،  به شما این امکان را می‌دهد که هنگام SMS زدن،  با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,این قابلیت که Direct Call نام دارد، به شما این امکان را می دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
9985,-,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,این قابلیت که Direct Call نام دارد، به شما این امکان را می دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,2,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml
22,rev-23,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,این قابلیت که Direct Call نام دارد، به شما این امکان را می دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8225,-,اين گوشي عاليه فقط منتظريم بياد,این گوشی عالیه فقط منتظریم بیاد,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-8-1,"اين گوشي عاليه فقط منتظريم بياد
",این گوشی عالیه فقط منتظریم بیاد,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
3690,-,اين گوشي نسبت به قيمتش عاليه,این گوشی نسبت به قیمتش عالیه,1,data/extra/HTC One X Plus - 64GB.xml
0,gr-4-1,اين گوشي نسبت به قيمتش عاليه ,این گوشی نسبت به قیمتش عالیه,2,data/main/HTC One X Plus - 64GB.xml
0,gr-2-1,اين گوشي واقعا به يکي از بهترين گوشي هايي که تا به اين تاريخ ساخته شده است  تبديل شده!,این گوشی واقعا به یکی از بهترین گوشی هایی که تا به این تاریخ ساخته شده است تبدیل شده!,0,data/main/Asus PadFone 2 - 16GB.xml
4357,-,اين گوشي واقعا به يکي از بهترين گوشي هايي که تا به اين تاريخ ساخته شده است  تبديل شده!,این گوشی واقعا به یکی از بهترین گوشی هایی که تا به این تاریخ ساخته شده است تبدیل شده!,1,data/extra/Asus PadFone 2 - 16GB.xml
0,gr-8-1,"اين گوشيو دارم

معايب :
خيلي داغ ميکنه ( 50 درجه سانتي گراد )
زود شارژ خالي ميکنه

به غير از اين دو مورد ،  امکاناتش عاليه",این گوشیو دارم معایب : خیلی داغ میکنه ( 50 درجه سانتی گراد ) زود شارژ خالی میکنه به غیر از این دو مورد ، امکاناتش عالیه,0,data/main/HTC One X Plus - 64GB.xml
3698,-,اين گوشيو دارم  معايب : خيلي داغ ميکنه ( 50 درجه سانتي گراد ) زود شارژ خالي ميکنه  به غير از اين دو مورد ،  امکاناتش عاليه,این گوشیو دارم معایب : خیلی داغ میکنه ( 50 درجه سانتی گراد ) زود شارژ خالی میکنه به غیر از این دو مورد ، امکاناتش عالیه,1,data/extra/HTC One X Plus - 64GB.xml
8376,-,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,1,data/extra/Samsung LED 55ES8880_Hosseini.xml
33,rev-34,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,1,data/main/Samsung LED 55ES8880.xml
9010,-,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد،  کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,2,data/extra/Samsung LED 55ES8880.xml
24,rev-25,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود،  باز هم شارژدهی بیشتری را از آن شاهد بودیم.,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود، باز هم شارژدهی بیشتری را از آن شاهد بودیم.,0,data/main/Asus N43SM-C.xml
11551,-,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود،  باز هم شارژدهی بیشتری را از آن شاهد بودیم.,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود، باز هم شارژدهی بیشتری را از آن شاهد بودیم.,1,data/extra/Asus N43SM-C_Hosseini.xml
9,rev-10,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,data/main/Asus N43SM-C.xml
11536,-,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,1,data/extra/Asus N43SM-C_Hosseini.xml
11389,-,با تشکر از خدمات بي نظير دي جي کالا,با تشکر از خدمات بی نظیر دی جی کالا,0,data/extra/Sony Cyber-Shot DSC-HX10V.xml
4,gr-2-5,با تشکر از خدمات بي نظير دي جي کالا,با تشکر از خدمات بی نظیر دی جی کالا,1,data/main/Sony Cyber-Shot DSC-HX10V.xml
11310,-,با سلام با اين قيمت مناسب که اخيراً پايينتر هم اومده واقعاً بي نظيره سرعت سخت افزارش به نسبت مدلش و دوهسته اي بودنش حرف نداره من خودم اين تبلت ندارم ولي دوستم داره و وقتي اولين بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم ميگفت که خيلي ازش راضيه.,با سلام با این قیمت مناسب که اخیراً پایینتر هم اومده واقعاً بی نظیره سرعت سخت افزارش به نسبت مدلش و دوهسته ای بودنش حرف نداره من خودم این تبلت ندارم ولی دوستم داره و وقتی اولین بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم میگفت که خیلی ازش راضیه.,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
0,gr-6-1,با سلام با اين قيمت مناسب که اخيراً پايينتر هم اومده واقعاً بي نظيره سرعت سخت افزارش به نسبت مدلش و دوهسته اي بودنش حرف نداره من خودم اين تبلت ندارم ولي دوستم داره و وقتي اولين بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم ميگفت که خيلي ازش راضيه.,با سلام با این قیمت مناسب که اخیراً پایینتر هم اومده واقعاً بی نظیره سرعت سخت افزارش به نسبت مدلش و دوهسته ای بودنش حرف نداره من خودم این تبلت ندارم ولی دوستم داره و وقتی اولین بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم میگفت که خیلی ازش راضیه.,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
